id,name,language,tag,package,version,date_epoch,date
569,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/edgeorderpartner/armedgeorderpartner@v0.4.0,go,sdk/resourcemanager/edgeorderpartner/armedgeorderpartner/v0.4.0,sdk/resourcemanager/edgeorderpartner/armedgeorderpartner,v0.4.0,1650028080,4/15/2022
570,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/edgeorder/armedgeorder@v0.4.0,go,sdk/resourcemanager/edgeorder/armedgeorder/v0.4.0,sdk/resourcemanager/edgeorder/armedgeorder,v0.4.0,1650028075,4/15/2022
571,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/domainservices/armdomainservices@v0.4.0,go,sdk/resourcemanager/domainservices/armdomainservices/v0.4.0,sdk/resourcemanager/domainservices/armdomainservices,v0.4.0,1650028081,4/15/2022
572,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/dnsresolver/armdnsresolver@v0.3.0,go,sdk/resourcemanager/dnsresolver/armdnsresolver/v0.3.0,sdk/resourcemanager/dnsresolver/armdnsresolver,v0.3.0,1650026405,4/15/2022
573,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/dns/armdns@v0.4.0,go,sdk/resourcemanager/dns/armdns/v0.4.0,sdk/resourcemanager/dns/armdns,v0.4.0,1650026408,4/15/2022
574,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/digitaltwins/armdigitaltwins@v0.4.0,go,sdk/resourcemanager/digitaltwins/armdigitaltwins/v0.4.0,sdk/resourcemanager/digitaltwins/armdigitaltwins,v0.4.0,1650026393,4/15/2022
575,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/devtestlabs/armdevtestlabs@v0.4.0,go,sdk/resourcemanager/devtestlabs/armdevtestlabs/v0.4.0,sdk/resourcemanager/devtestlabs/armdevtestlabs,v0.4.0,1650026390,4/15/2022
576,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/devops/armdevops@v0.4.0,go,sdk/resourcemanager/devops/armdevops/v0.4.0,sdk/resourcemanager/devops/armdevops,v0.4.0,1650026369,4/15/2022
577,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/deviceupdate/armdeviceupdate@v0.4.0,go,sdk/resourcemanager/deviceupdate/armdeviceupdate/v0.4.0,sdk/resourcemanager/deviceupdate/armdeviceupdate,v0.4.0,1650026365,4/15/2022
578,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices@v0.4.0,go,sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices/v0.4.0,sdk/resourcemanager/deviceprovisioningservices/armdeviceprovisioningservices,v0.4.0,1650026354,4/15/2022
579,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/desktopvirtualization/armdesktopvirtualization@v0.4.0,go,sdk/resourcemanager/desktopvirtualization/armdesktopvirtualization/v0.4.0,sdk/resourcemanager/desktopvirtualization/armdesktopvirtualization,v0.4.0,1650026360,4/15/2022
580,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/datashare/armdatashare@v0.4.0,go,sdk/resourcemanager/datashare/armdatashare/v0.4.0,sdk/resourcemanager/datashare/armdatashare,v0.4.0,1650026351,4/15/2022
581,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/dataprotection/armdataprotection@v0.4.0,go,sdk/resourcemanager/dataprotection/armdataprotection/v0.4.0,sdk/resourcemanager/dataprotection/armdataprotection,v0.4.0,1650023211,4/15/2022
582,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/datalake-store/armdatalakestore@v0.5.0,go,sdk/resourcemanager/datalake-store/armdatalakestore/v0.5.0,sdk/resourcemanager/datalake-store/armdatalakestore,v0.5.0,1650023212,4/15/2022
583,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/datalake-analytics/armdatalakeanalytics@v0.5.0,go,sdk/resourcemanager/datalake-analytics/armdatalakeanalytics/v0.5.0,sdk/resourcemanager/datalake-analytics/armdatalakeanalytics,v0.5.0,1650023215,4/15/2022
584,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/datafactory/armdatafactory@v0.5.0,go,sdk/resourcemanager/datafactory/armdatafactory/v0.5.0,sdk/resourcemanager/datafactory/armdatafactory,v0.5.0,1650023277,4/15/2022
585,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/datadog/armdatadog@v0.4.0,go,sdk/resourcemanager/datadog/armdatadog/v0.4.0,sdk/resourcemanager/datadog/armdatadog,v0.4.0,1650023227,4/15/2022
586,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/databricks/armdatabricks@v0.5.0,go,sdk/resourcemanager/databricks/armdatabricks/v0.5.0,sdk/resourcemanager/databricks/armdatabricks,v0.5.0,1650023236,4/15/2022
587,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/databoxedge/armdataboxedge@v0.4.0,go,sdk/resourcemanager/databoxedge/armdataboxedge/v0.4.0,sdk/resourcemanager/databoxedge/armdataboxedge,v0.4.0,1650023237,4/15/2022
588,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/databox/armdatabox@v0.4.0,go,sdk/resourcemanager/databox/armdatabox/v0.4.0,sdk/resourcemanager/databox/armdatabox,v0.4.0,1650023236,4/15/2022
589,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/dashboard/armdashboard@v0.2.0,go,sdk/resourcemanager/dashboard/armdashboard/v0.2.0,sdk/resourcemanager/dashboard/armdashboard,v0.2.0,1650023248,4/15/2022
590,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/customproviders/armcustomproviders@v0.4.0,go,sdk/resourcemanager/customproviders/armcustomproviders/v0.4.0,sdk/resourcemanager/customproviders/armcustomproviders,v0.4.0,1650023403,4/15/2022
591,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/customerlockbox/armcustomerlockbox@v0.4.0,go,sdk/resourcemanager/customerlockbox/armcustomerlockbox/v0.4.0,sdk/resourcemanager/customerlockbox/armcustomerlockbox,v0.4.0,1650023408,4/15/2022
592,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/costmanagement/armcostmanagement@v0.4.0,go,sdk/resourcemanager/costmanagement/armcostmanagement/v0.4.0,sdk/resourcemanager/costmanagement/armcostmanagement,v0.4.0,1650023407,4/15/2022
593,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/cosmos/armcosmos@v0.5.0,go,sdk/resourcemanager/cosmos/armcosmos/v0.5.0,sdk/resourcemanager/cosmos/armcosmos,v0.5.0,1650023404,4/15/2022
594,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/containerservice/armcontainerservice@v0.5.0,go,sdk/resourcemanager/containerservice/armcontainerservice/v0.5.0,sdk/resourcemanager/containerservice/armcontainerservice,v0.5.0,1650023396,4/15/2022
595,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/containerregistry/armcontainerregistry@v0.5.0,go,sdk/resourcemanager/containerregistry/armcontainerregistry/v0.5.0,sdk/resourcemanager/containerregistry/armcontainerregistry,v0.5.0,1650023492,4/15/2022
596,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/containerinstance/armcontainerinstance@v0.4.0,go,sdk/resourcemanager/containerinstance/armcontainerinstance/v0.4.0,sdk/resourcemanager/containerinstance/armcontainerinstance,v0.4.0,1650023477,4/15/2022
597,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/consumption/armconsumption@v0.5.0,go,sdk/resourcemanager/consumption/armconsumption/v0.5.0,sdk/resourcemanager/consumption/armconsumption,v0.5.0,1650023483,4/15/2022
598,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/confluent/armconfluent@v0.4.0,go,sdk/resourcemanager/confluent/armconfluent/v0.4.0,sdk/resourcemanager/confluent/armconfluent,v0.4.0,1650023470,4/15/2022
599,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/confidentialledger/armconfidentialledger@v0.4.0,go,sdk/resourcemanager/confidentialledger/armconfidentialledger/v0.4.0,sdk/resourcemanager/confidentialledger/armconfidentialledger,v0.4.0,1650023470,4/15/2022
600,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/compute/armcompute@v0.7.0,go,sdk/resourcemanager/compute/armcompute/v0.7.0,sdk/resourcemanager/compute/armcompute,v0.7.0,1650012880,4/15/2022
601,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/communication/armcommunication@v0.4.0,go,sdk/resourcemanager/communication/armcommunication/v0.4.0,sdk/resourcemanager/communication/armcommunication,v0.4.0,1650012845,4/15/2022
602,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/cognitiveservices/armcognitiveservices@v0.6.0,go,sdk/resourcemanager/cognitiveservices/armcognitiveservices/v0.6.0,sdk/resourcemanager/cognitiveservices/armcognitiveservices,v0.6.0,1650012831,4/15/2022
603,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/chaos/armchaos@v0.4.0,go,sdk/resourcemanager/chaos/armchaos/v0.4.0,sdk/resourcemanager/chaos/armchaos,v0.4.0,1650012831,4/15/2022
604,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/changeanalysis/armchangeanalysis@v0.4.0,go,sdk/resourcemanager/changeanalysis/armchangeanalysis/v0.4.0,sdk/resourcemanager/changeanalysis/armchangeanalysis,v0.4.0,1650012822,4/15/2022
605,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/cdn/armcdn@v0.5.0,go,sdk/resourcemanager/cdn/armcdn/v0.5.0,sdk/resourcemanager/cdn/armcdn,v0.5.0,1650012828,4/15/2022
606,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/botservice/armbotservice@v0.4.0,go,sdk/resourcemanager/botservice/armbotservice/v0.4.0,sdk/resourcemanager/botservice/armbotservice,v0.4.0,1650012821,4/15/2022
607,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/blueprint/armblueprint@v0.4.0,go,sdk/resourcemanager/blueprint/armblueprint/v0.4.0,sdk/resourcemanager/blueprint/armblueprint,v0.4.0,1650012793,4/15/2022
608,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/blockchain/armblockchain@v0.4.0,go,sdk/resourcemanager/blockchain/armblockchain/v0.4.0,sdk/resourcemanager/blockchain/armblockchain,v0.4.0,1650012784,4/15/2022
609,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/billing/armbilling@v0.4.0,go,sdk/resourcemanager/billing/armbilling/v0.4.0,sdk/resourcemanager/billing/armbilling,v0.4.0,1650012797,4/15/2022
610,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/batch/armbatch@v0.4.0,go,sdk/resourcemanager/batch/armbatch/v0.4.0,sdk/resourcemanager/batch/armbatch,v0.4.0,1650023597,4/15/2022
611,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/baremetalinfrastructure/armbaremetalinfrastructure@v0.4.0,go,sdk/resourcemanager/baremetalinfrastructure/armbaremetalinfrastructure/v0.4.0,sdk/resourcemanager/baremetalinfrastructure/armbaremetalinfrastructure,v0.4.0,1650023572,4/15/2022
612,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/azurestackhci/armazurestackhci@v0.4.0,go,sdk/resourcemanager/azurestackhci/armazurestackhci/v0.4.0,sdk/resourcemanager/azurestackhci/armazurestackhci,v0.4.0,1650023570,4/15/2022
613,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/azuredata/armazuredata@v0.4.0,go,sdk/resourcemanager/azuredata/armazuredata/v0.4.0,sdk/resourcemanager/azuredata/armazuredata,v0.4.0,1650023571,4/15/2022
614,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/azurearcdata/armazurearcdata@v0.4.0,go,sdk/resourcemanager/azurearcdata/armazurearcdata/v0.4.0,sdk/resourcemanager/azurearcdata/armazurearcdata,v0.4.0,1650023562,4/15/2022
615,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/avs/armavs@v0.4.0,go,sdk/resourcemanager/avs/armavs/v0.4.0,sdk/resourcemanager/avs/armavs,v0.4.0,1650023568,4/15/2022
616,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/automation/armautomation@v0.5.0,go,sdk/resourcemanager/automation/armautomation/v0.5.0,sdk/resourcemanager/automation/armautomation,v0.5.0,1650023555,4/15/2022
617,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/automanage/armautomanage@v0.4.0,go,sdk/resourcemanager/automanage/armautomanage/v0.4.0,sdk/resourcemanager/automanage/armautomanage,v0.4.0,1650023548,4/15/2022
618,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/authorization/armauthorization@v0.5.0,go,sdk/resourcemanager/authorization/armauthorization/v0.5.0,sdk/resourcemanager/authorization/armauthorization,v0.5.0,1650023548,4/15/2022
619,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/attestation/armattestation@v0.4.0,go,sdk/resourcemanager/attestation/armattestation/v0.4.0,sdk/resourcemanager/attestation/armattestation,v0.4.0,1650023536,4/15/2022
620,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/appservice/armappservice@v0.4.0,go,sdk/resourcemanager/appservice/armappservice/v0.4.0,sdk/resourcemanager/appservice/armappservice,v0.4.0,1650023553,4/15/2022
621,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/appplatform/armappplatform@v0.5.0,go,sdk/resourcemanager/appplatform/armappplatform/v0.5.0,sdk/resourcemanager/appplatform/armappplatform,v0.5.0,1650023525,4/15/2022
622,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/applicationinsights/armapplicationinsights@v0.4.0,go,sdk/resourcemanager/applicationinsights/armapplicationinsights/v0.4.0,sdk/resourcemanager/applicationinsights/armapplicationinsights,v0.4.0,1650023602,4/15/2022
623,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/appconfiguration/armappconfiguration@v0.4.0,go,sdk/resourcemanager/appconfiguration/armappconfiguration/v0.4.0,sdk/resourcemanager/appconfiguration/armappconfiguration,v0.4.0,1650023187,4/15/2022
624,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/apimanagement/armapimanagement@v0.5.0,go,sdk/resourcemanager/apimanagement/armapimanagement/v0.5.0,sdk/resourcemanager/apimanagement/armapimanagement,v0.5.0,1650023174,4/15/2022
625,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/analysisservices/armanalysisservices@v0.4.0,go,sdk/resourcemanager/analysisservices/armanalysisservices/v0.4.0,sdk/resourcemanager/analysisservices/armanalysisservices,v0.4.0,1650023163,4/15/2022
626,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/alertsmanagement/armalertsmanagement@v0.5.0,go,sdk/resourcemanager/alertsmanagement/armalertsmanagement/v0.5.0,sdk/resourcemanager/alertsmanagement/armalertsmanagement,v0.5.0,1650023160,4/15/2022
627,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/agrifood/armagrifood@v0.5.0,go,sdk/resourcemanager/agrifood/armagrifood/v0.5.0,sdk/resourcemanager/agrifood/armagrifood,v0.5.0,1650023153,4/15/2022
628,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/advisor/armadvisor@v0.4.0,go,sdk/resourcemanager/advisor/armadvisor/v0.4.0,sdk/resourcemanager/advisor/armadvisor,v0.4.0,1650023143,4/15/2022
629,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/aad/armaad@v0.4.0,go,sdk/resourcemanager/aad/armaad/v0.4.0,sdk/resourcemanager/aad/armaad,v0.4.0,1650023022,4/15/2022
630,@azure/arm-storagesync@9.0.1,js,@azure/arm-storagesync_9.0.1,@azure/arm-storagesync,9.0.1,1651843424,5/6/2022
631,@azure/arm-storageimportexport@2.0.1,js,@azure/arm-storageimportexport_2.0.1,@azure/arm-storageimportexport,2.0.1,1651843281,5/6/2022
632,@azure/arm-sql@9.0.1,js,@azure/arm-sql_9.0.1,@azure/arm-sql,9.0.1,1651842885,5/6/2022
633,@azure/arm-servicelinker@1.0.0,js,@azure/arm-servicelinker_1.0.0,@azure/arm-servicelinker,1.0.0,1651828601,5/6/2022
634,@azure/arm-servicefabric@2.0.1,js,@azure/arm-servicefabric_2.0.1,@azure/arm-servicefabric,2.0.1,1651842811,5/6/2022
635,@azure/arm-servicebus@6.0.0,js,@azure/arm-servicebus_6.0.0,@azure/arm-servicebus,6.0.0,1651842525,5/6/2022
636,@azure/arm-serialconsole@2.0.1,js,@azure/arm-serialconsole_2.0.1,@azure/arm-serialconsole,2.0.1,1651842446,5/6/2022
637,@azure/arm-search@3.0.1,js,@azure/arm-search_3.0.1,@azure/arm-search,3.0.1,1651830022,5/6/2022
638,@azure/arm-resourcemover@2.0.1,js,@azure/arm-resourcemover_2.0.1,@azure/arm-resourcemover,2.0.1,1651828429,5/6/2022
639,@azure/arm-resourcehealth@3.0.1,js,@azure/arm-resourcehealth_3.0.1,@azure/arm-resourcehealth,3.0.1,1651828162,5/6/2022
640,@azure/arm-relay@3.0.1,js,@azure/arm-relay_3.0.1,@azure/arm-relay,3.0.1,1651827246,5/6/2022
641,@azure/arm-purview@1.0.1,js,@azure/arm-purview_1.0.1,@azure/arm-purview,1.0.1,1651235936,4/29/2022
642,@azure/arm-powerbidedicated@3.0.1,js,@azure/arm-powerbidedicated_3.0.1,@azure/arm-powerbidedicated,3.0.1,1651228166,4/29/2022
643,@azure/arm-postgresql@6.0.1,js,@azure/arm-postgresql_6.0.1,@azure/arm-postgresql,6.0.1,1651226674,4/29/2022
644,@azure/arm-peering@2.0.1,js,@azure/arm-peering_2.0.1,@azure/arm-peering,2.0.1,1651224991,4/29/2022
645,@azure/arm-operationalinsights@8.0.1,js,@azure/arm-operationalinsights_8.0.1,@azure/arm-operationalinsights,8.0.1,1651224079,4/29/2022
646,@azure/arm-notificationhubs@2.0.1,js,@azure/arm-notificationhubs_2.0.1,@azure/arm-notificationhubs,2.0.1,1651223488,4/29/2022
647,@azure/arm-network@27.0.0,js,@azure/arm-network_27.0.0,@azure/arm-network,27.0.0,1651222724,4/29/2022
648,@azure/arm-netapp@15.1.1,js,@azure/arm-netapp_15.1.1,@azure/arm-netapp,15.1.1,1651221877,4/29/2022
649,@azure/arm-kusto@7.1.1,js,@azure/arm-kusto_7.1.1,@azure/arm-kusto,7.1.1,1651130059,4/28/2022
650,@azure/arm-frontdoor@5.0.1,js,@azure/arm-frontdoor_5.0.1,@azure/arm-frontdoor,5.0.1,1651130275,4/28/2022
651,@azure/arm-containerservice@16.0.0,js,@azure/arm-containerservice_16.0.0,@azure/arm-containerservice,16.0.0,1651805584,5/6/2022
652,@azure/arm-mysql@5.0.1,js,@azure/arm-mysql_5.0.1,@azure/arm-mysql,5.0.1,1651047000,4/27/2022
653,@azure/arm-marketplaceordering@3.0.1,js,@azure/arm-marketplaceordering_3.0.1,@azure/arm-marketplaceordering,3.0.1,1651046710,4/27/2022
654,@azure/arm-mariadb@2.0.1,js,@azure/arm-mariadb_2.0.1,@azure/arm-mariadb,2.0.1,1651050724,4/27/2022
655,@azure/arm-managementpartner@2.0.1,js,@azure/arm-managementpartner_2.0.1,@azure/arm-managementpartner,2.0.1,1651131262,4/28/2022
656,@azure/arm-managementgroups@2.0.1,js,@azure/arm-managementgroups_2.0.1,@azure/arm-managementgroups,2.0.1,1651129160,4/28/2022
657,@azure/arm-machinelearningservices@5.0.1,js,@azure/arm-machinelearningservices_5.0.1,@azure/arm-machinelearningservices,5.0.1,1651129741,4/28/2022
658,@azure/arm-iothub@6.1.1,js,@azure/arm-iothub_6.1.1,@azure/arm-iothub,6.1.1,1651048861,4/27/2022
659,@azure/arm-imagebuilder@1.0.2,js,@azure/arm-imagebuilder_1.0.2,@azure/arm-imagebuilder,1.0.2,1651042257,4/27/2022
660,@azure/arm-hybridkubernetes@2.0.1,js,@azure/arm-hybridkubernetes_2.0.1,@azure/arm-hybridkubernetes,2.0.1,1651042414,4/27/2022
661,@azure/arm-healthcareapis@2.1.1,js,@azure/arm-healthcareapis_2.1.1,@azure/arm-healthcareapis,2.1.1,1651041988,4/27/2022
662,@azure/arm-hybridcompute@3.1.0-beta.1,js,@azure/arm-hybridcompute_3.1.0-beta.1,@azure/arm-hybridcompute,3.1.0-beta.1,1651042026,4/27/2022
663,@azure/arm-cdn@7.0.1,js,@azure/arm-cdn_7.0.1,@azure/arm-cdn,7.0.1,1650986803,4/26/2022
664,@azure/arm-templatespecs@2.0.1,js,@azure/arm-templatespecs_2.0.1,@azure/arm-templatespecs,2.0.1,1650437386,4/20/2022
665,@azure/arm-resources@5.0.1,js,@azure/arm-resources_5.0.1,@azure/arm-resources,5.0.1,1650437675,4/20/2022
666,@azure/arm-resources-subscriptions@2.0.1,js,@azure/arm-resources-subscriptions_2.0.1,@azure/arm-resources-subscriptions,2.0.1,1650437871,4/20/2022
667,@azure/arm-policy@5.0.1,js,@azure/arm-policy_5.0.1,@azure/arm-policy,5.0.1,1650437966,4/20/2022
668,@azure/arm-managedapplications@2.0.1,js,@azure/arm-managedapplications_2.0.1,@azure/arm-managedapplications,2.0.1,1650437452,4/20/2022
669,@azure/arm-features@3.0.1,js,@azure/arm-features_3.0.1,@azure/arm-features,3.0.1,1650438161,4/20/2022
670,@azure/arm-eventhub@5.0.1,js,@azure/arm-eventhub_5.0.1,@azure/arm-eventhub,5.0.1,1650441468,4/20/2022
671,@azure/arm-domainservices@4.0.1,js,@azure/arm-domainservices_4.0.1,@azure/arm-domainservices,4.0.1,1650441355,4/20/2022
672,@azure/arm-dns@5.0.1,js,@azure/arm-dns_5.0.1,@azure/arm-dns,5.0.1,1650440912,4/20/2022
673,@azure/arm-devtestlabs@4.0.1,js,@azure/arm-devtestlabs_4.0.1,@azure/arm-devtestlabs,4.0.1,1650417244,4/20/2022
674,@azure/arm-datafactory@10.4.0,js,@azure/arm-datafactory_10.4.0,@azure/arm-datafactory,10.4.0,1650445411,4/20/2022
675,@azure/arm-azureadexternalidentities@1.0.0,js,@azure/arm-azureadexternalidentities_1.0.0,@azure/arm-azureadexternalidentities,1.0.0,1650423461,4/20/2022
676,@azure/arm-datadog@3.0.1,js,@azure/arm-datadog_3.0.1,@azure/arm-datadog,3.0.1,1650414776,4/20/2022
677,@azure/arm-datacatalog@4.0.0,js,@azure/arm-datacatalog_4.0.0,@azure/arm-datacatalog,4.0.0,1650360594,4/19/2022
678,@azure/arm-databoxedge@2.0.1,js,@azure/arm-databoxedge_2.0.1,@azure/arm-databoxedge,2.0.1,1650253750,4/18/2022
679,@azure/arm-consumption@9.0.1,js,@azure/arm-consumption_9.0.1,@azure/arm-consumption,9.0.1,1650017774,4/15/2022
680,@azure/arm-communication@3.0.1,js,@azure/arm-communication_3.0.1,@azure/arm-communication,3.0.1,1650017854,4/15/2022
681,@azure/arm-batch@7.1.1,js,@azure/arm-batch_7.1.1,@azure/arm-batch,7.1.1,1649995720,4/15/2022
682,@azure/arm-changeanalysis@2.0.1,js,@azure/arm-changeanalysis_2.0.1,@azure/arm-changeanalysis,2.0.1,1649989803,4/15/2022
683,@azure/arm-appservice@12.0.0,js,@azure/arm-appservice_12.0.0,@azure/arm-appservice,12.0.0,1649911174,4/14/2022
684,@azure/arm-kubernetesconfiguration@5.0.0,js,@azure/arm-kubernetesconfiguration_5.0.0,@azure/arm-kubernetesconfiguration,5.0.0,1649300431,4/7/2022
685,@azure/arm-compute@17.3.1,js,@azure/arm-compute_17.3.1,@azure/arm-compute,17.3.1,1649297213,4/7/2022
686,@azure/arm-datafactory@10.3.0,js,@azure/arm-datafactory_10.3.0,@azure/arm-datafactory,10.3.0,1649228028,4/6/2022
687,@azure/arm-containerinstance@8.1.0,js,@azure/arm-containerinstance_8.1.0,@azure/arm-containerinstance,8.1.0,1649228550,4/6/2022
688,@azure/arm-cognitiveservices@7.1.0,js,@azure/arm-cognitiveservices_7.1.0,@azure/arm-cognitiveservices,7.1.0,1649231490,4/6/2022
689,@azure/arm-storage@17.2.0,js,@azure/arm-storage_17.2.0,@azure/arm-storage,17.2.0,1648796678,4/1/2022
690,@azure/arm-signalr@5.1.0,js,@azure/arm-signalr_5.1.0,@azure/arm-signalr,5.1.0,1648804534,4/1/2022
691,@azure/arm-security@5.0.0,js,@azure/arm-security_5.0.0,@azure/arm-security,5.0.0,1648794199,4/1/2022
692,@azure/arm-hardwaresecuritymodules@1.0.0,js,@azure/arm-hardwaresecuritymodules_1.0.0,@azure/arm-hardwaresecuritymodules,1.0.0,1648805090,4/1/2022
693,@azure/arm-advisor@3.0.1,js,@azure/arm-advisor_3.0.1,@azure/arm-advisor,3.0.1,1648793925,4/1/2022
694,@azure/arm-healthcareapis@2.1.0,js,@azure/arm-healthcareapis_2.1.0,@azure/arm-healthcareapis,2.1.0,1648451881,3/28/2022
695,@azure/arm-containerservice@15.2.0,js,@azure/arm-containerservice_15.2.0,@azure/arm-containerservice,15.2.0,1648024725,3/23/2022
696,@azure/arm-cdn@7.0.0,js,@azure/arm-cdn_7.0.0,@azure/arm-cdn,7.0.0,1648024112,3/23/2022
697,@azure/arm-storagecache@5.1.0,js,@azure/arm-storagecache_5.1.0,@azure/arm-storagecache,5.1.0,1647839017,3/21/2022
698,@azure/arm-batch@7.1.0,js,@azure/arm-batch_7.1.0,@azure/arm-batch,7.1.0,1647565367,3/18/2022
699,@azure/arm-trafficmanager@6.0.1,js,@azure/arm-trafficmanager_6.0.1,@azure/arm-trafficmanager,6.0.1,1651892246,5/7/2022
700,@azure/arm-support@2.0.1,js,@azure/arm-support_2.0.1,@azure/arm-support,2.0.1,1651892362,5/7/2022
701,@azure/arm-streamanalytics@4.0.1,js,@azure/arm-streamanalytics_4.0.1,@azure/arm-streamanalytics,4.0.1,1651892347,5/7/2022
702,@azure/arm-storsimple8000series@2.0.1,js,@azure/arm-storsimple8000series_2.0.1,@azure/arm-storsimple8000series,2.0.1,1651892415,5/7/2022
703,@azure/arm-containerservice@16.1.0-beta.1,js,@azure/arm-containerservice_16.1.0-beta.1,@azure/arm-containerservice,16.1.0-beta.1,1651893803,5/7/2022
704,@azure/arm-storsimple1200series@2.0.1,js,@azure/arm-storsimple1200series_2.0.1,@azure/arm-storsimple1200series,2.0.1,1651892390,5/7/2022
705,@azure/arm-recoveryservicesbackup@8.1.1,js,@azure/arm-recoveryservicesbackup_8.1.1,@azure/arm-recoveryservicesbackup,8.1.1,1651822809,5/6/2022
706,com.azure.resourcemanager:azure-resourcemanager-hardwaresecuritymodules:1.0.0-beta.1,java,azure-resourcemanager-hardwaresecuritymodules_1.0.0-beta.1,azure-resourcemanager-hardwaresecuritymodules,1.0.0-beta.1,1652072685,5/9/2022
707,github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/videoanalyzer/armvideoanalyzer@v0.4.1,go,sdk/resourcemanager/videoanalyzer/armvideoanalyzer/v0.4.1,sdk/resourcemanager/videoanalyzer/armvideoanalyzer,v0.4.1,1652077282,5/9/2022
708,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.15,java,azure-resourcemanager-datafactory_1.0.0-beta.15,azure-resourcemanager-datafactory,1.0.0-beta.15,1652147717,5/10/2022
709,com.azure.resourcemanager:azure-resourcemanager-appcontainers:1.0.0-beta.2,java,azure-resourcemanager-appcontainers_1.0.0-beta.2,azure-resourcemanager-appcontainers,1.0.0-beta.2,1652166708,5/10/2022
710,com.azure.resourcemanager:azure-resourcemanager-scvmm:1.0.0-beta.1,java,azure-resourcemanager-scvmm_1.0.0-beta.1,azure-resourcemanager-scvmm,1.0.0-beta.1,1652141638,5/10/2022
711,@azure/arm-vmwarecloudsimple@3.0.0,js,@azure/arm-vmwarecloudsimple_3.0.0,@azure/arm-vmwarecloudsimple,3.0.0,1652261855,5/11/2022
